theta,rc,rho,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20
0.189075225950039,5.409827217512523,0.0,4.404491404095301,3.3784092114159248,2.5223734615205395,1.8301362307365356,1.2681014736592204,0.8293208819589247,0.4392020752334409,0.11650798817207379,-0.17096710383039293,-0.44660933786508855,-0.6891048255057038,-0.9063961239901509,-1.123427723807293,-1.3384617806577164,-1.5381311922253553,-1.7309620732857711,-1.9237923260622047,-2.116590320242717,-2.30773202996101,-2.4990055735508965,-8.0
0.19260367000096068,11.47085675033362,0.0,-8.0,-8.0,6.665129581944281,5.32627233801714,4.156622892015532,3.1592306216049035,2.334609910240725,1.6766176486500728,1.1390591639487349,0.7088986573619186,0.3275973185598119,0.024719595582908593,-0.2657635929986961,-0.5399482057443727,-0.7684764976510823,-0.9897655256602496,-1.210406762396961,-1.4260653362902833,-1.6226849563400005,-1.8288797852783523,-8.0
0.5803779871083462,8.811106629301245,0.0,6.559290422673295,4.261516205716831,2.5068522588107194,1.2453577359934,0.31435197600852544,-0.4335809524244937,-1.0826665152911077,-1.6744251353355024,-2.258752040046922,-2.8401884120466026,-3.4207742301310136,-4.001154669015506,-4.581533692660573,-5.161911817327027,-5.7422898044353765,-6.322667791543718,-6.903045778652068,-7.4834237657604135,-8.0,-8.0,-8.0
0.6103832382032315,11.270108253365928,0.0,-8.0,5.80265340996667,3.6076513720485854,1.979975098567537,0.832558865875217,-0.030660897420944577,-0.7389182093266875,-1.3851042744594024,-2.0037914569601436,-2.61577403884351,-3.2263763041240563,-3.83681998047746,-4.447204789924535,-5.057588198443136,-5.667971436646361,-6.2783546748495915,-6.8887379130528235,-7.499121151256055,-8.0,-8.0,-8.0
0.6771356541903675,13.67308638672783,0.0,-8.0,7.23829216994572,4.613025378158418,2.6232393257203257,1.2163905544114593,0.19682943561838764,-0.6157070871491742,-1.3354338575007032,-2.0207701597266947,-2.6993317014119214,-3.376691226074698,-4.053829740785745,-4.7309658775482895,-5.408101591994076,-6.085237246184447,-6.762372900374817,-7.439508554565188,-8.0,-8.0,-8.0,-8.0
0.6535819414399509,6.763991391435658,0.0,4.800297355490532,2.795107245341139,1.36816285188653,0.3338335310438098,-0.48395375952878095,-1.1952178610398119,-1.8596371213655294,-2.5149985224179607,-3.1688884948130855,-3.822536121597735,-4.476119534776275,-5.129701623888227,-5.783283565328182,-6.436865506768138,-7.090447448208081,-7.744029389648033,-8.0,-8.0,-8.0,-8.0,-8.0
0.8762389821974105,9.649371615770708,0.0,6.8414860107840285,3.9762842302235692,1.9349829018478903,0.5378708869389683,-0.5203898890058194,-1.4323056579057514,-2.3123978379458614,-3.1889541948486726,-4.065196325590022,-4.941435514574338,-5.8176744967717395,-6.693913478969155,-7.570152461166563,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
0.5151028962989314,11.197127763171526,0.0,-8.0,6.134204054717144,4.050599262183055,2.4477049729318834,1.2791124328722503,0.4047478540417674,-0.30000586310148514,-0.885847223156604,-1.4299513658890042,-1.9539337560364063,-2.4704403020592665,-2.98623311511077,-3.501514937967261,-4.016620010292371,-4.5317241174093885,-5.046827175448796,-5.561930083701561,-6.077032980000495,-6.592135876299429,-7.10723877259836,-8.0
0.509790253099532,13.044269081216889,0.0,-8.0,7.494396148378095,5.154420623370796,3.286619885209163,1.88847566639038,0.8808555133162681,0.11124811802338533,-0.5336591739904406,-1.107960300179185,-1.6277903459410132,-2.1432731844860458,-2.6544514783466484,-3.164508536442052,-3.6744163870601243,-4.184208793740194,-4.693999621420535,-5.203789998928595,-5.713580252028127,-6.223370505127659,-6.73316075822719,-8.0
0.7083353051354303,9.581428982417574,0.0,6.998740335366542,4.363341618136839,2.394321558753086,1.0144405678404893,0.01467002334641146,-0.7907793725623434,-1.5216610916323001,-2.234696049843781,-2.9438906206052735,-3.652352185422477,-4.36068943087171,-5.069024902731413,-5.777360207866852,-6.485695513002266,-7.194030818137702,-7.902366123273142,-8.0,-8.0,-8.0,-8.0,-8.0
0.16558359794834293,6.320170152539424,0.0,5.26831574188798,4.1949921566634805,3.2684581892409788,2.4899815189782566,1.853468816728125,1.3323896854550967,0.9141551923251439,0.5502150604089759,0.231833939288337,-0.023421970532368275,-0.274616178077161,-0.5144325582504876,-0.7223768446808054,-0.91268803309052,-1.1028870237866295,-1.2922230152382823,-1.474921013169149,-1.6437963821855404,-1.812808985440653,-1.9888677396769938,-8.0
0.6121349175116897,12.39023937599156,0.0,-8.0,6.5890489172887206,4.223985715161126,2.4328592614913247,1.1547481200867624,0.21503343351380688,-0.5423506400807903,-1.209759607710407,-1.833063983956807,-2.4468662320022876,-3.0595526391979164,-3.671806511974715,-4.2839436397037,-4.896078749423556,-5.508213695755817,-6.120348613267498,-6.732483530779196,-7.344618448290883,-7.95675336580257,-8.0,-8.0
