theta,rc,rho,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20
0.27934173942699125,2.3078013665798167,0.40843499694579916,1.222410576128357,0.7631146510435947,0.33978108886027003,-0.038930982895389404,-0.3925435494905473,-0.7325544448797765,-1.048343881443498,-1.3584921270017638,-1.6619688765636573,-1.9541500509495893,-2.2451135422112776,-2.5335010026307696,-2.8166298772659193,-3.099711412467769,-3.3818499767846033,-3.6622865041577652,-3.942611100716313,-4.222737321024079,-4.502283790383842,-4.782111300529168,-8.0
0.27900623751766096,3.684934303166041,0.6673137822310999,1.4496445120154289,1.0416024553923255,0.6511654771993705,0.28101933082835256,-0.06824005727464488,-0.40442830112828765,-0.7344904494029679,-1.0591061266424575,-1.3740124006972727,-1.67877105200011,-1.978957436800281,-2.277622369013756,-2.575003512711212,-2.868529534792174,-3.157432421398922,-3.443821335806742,-3.7298191615865472,-4.0157468979328605,-4.302659260191126,-4.596919250856471,-8.0
0.10178659113201582,3.706538520897923,0.7772598089335301,1.1564356545503818,0.9943206923053903,0.8362834329144622,0.681443569374492,0.5299176269175628,0.38065473384013593,0.23347367667188068,0.0883399269766123,-0.05447242383052173,-0.19576009521968393,-0.33409701405987097,-0.4715172325503782,-0.6075284749674484,-0.7429732059986857,-0.8811389000137515,-1.0231481750925273,-1.1734168632564537,-1.3391079091775338,-1.5382977850641921,-1.8045406504019388,-8.0
0.1516311321412463,3.190087353127276,0.5865625228987799,1.4234708838862624,1.1417662575312377,0.8842522764084744,0.6409611259667882,0.4066482131051022,0.18053037549701867,-0.03545448702561217,-0.24028465879394317,-0.4352867069370543,-0.6246748993230221,-0.8109798732809166,-0.9951218332526354,-1.1766376545836728,-1.3542908587895126,-1.5258564106111099,-1.6935391437023135,-1.860286320838409,-2.028733626512396,-2.2070218534257364,-2.422783173528331,-8.0
0.15469383809836032,2.33602366843125,0.543433494662404,1.1200311688436322,0.8502066685164975,0.598910811489338,0.3576322900412011,0.1257171579834383,-0.09718962164827365,-0.29918626386610214,-0.4957960979403845,-0.6886564319551837,-0.8787426689712599,-1.0659929791708218,-1.2483340120398887,-1.4229672539693075,-1.594065653397727,-1.7636264726424935,-1.9327523964790265,-2.1014586010475487,-2.2696432806740185,-2.4392453502493114,-2.6363710692788005,-8.0
0.2232342615923419,2.3302524345457316,0.48855284172905544,1.1605990049824377,0.7948612151826565,0.4509409131347044,0.12604853627082516,-0.1685272838565425,-0.4494330474893143,-0.7245347849759883,-0.9895776447704828,-1.2404451246557497,-1.486711077603011,-1.7316726565505078,-1.9736842038764857,-2.2067095774868317,-2.438363600012815,-2.669719574440512,-2.9002538482670595,-3.1278072548929456,-3.353690709489354,-3.5797291476706024,-3.8104674308338877,-8.0
0.17791626314496695,1.6887208527542352,0.6022195131009241,0.739952949259108,0.4701095423110056,0.21053759119062032,-0.035868203319280215,-0.2681096854314487,-0.4913778394653718,-0.7094466251507084,-0.9246653435481095,-1.1369636998123773,-1.3433150404107748,-1.5436801905673603,-1.7389079611266076,-1.932428360896924,-2.125163757663868,-2.317248396327988,-2.5086528968935875,-2.6965640041056504,-2.882024007920157,-3.069360817200589,-3.281687373997385,-8.0
0.2529526760652744,2.2420798454448936,0.549119840672124,1.0468076225408902,0.6625678239665771,0.2986088168952985,-0.036830524746583604,-0.35192924615460125,-0.6601931250659674,-0.9603273458520383,-1.2461142698332577,-1.5230939843247995,-1.7986075300218398,-2.0717330906807923,-2.3381590382367206,-2.59978850213636,-2.8610582529777417,-3.1220565626562586,-3.3807384821195074,-3.6363996809974894,-3.891986505047604,-4.147680357529701,-4.406653041259895,-8.0
0.23966458938541105,2.301921113239411,0.5179367737048408,1.110644174148749,0.7341433940682939,0.3767455606728175,0.04516694356510519,-0.26065879024841276,-0.5572472772787976,-0.847129616473706,-1.1233663120006157,-1.388149689070084,-1.6507630565037343,-1.911990988812234,-2.166585461099882,-2.415071277365349,-2.663161658219074,-2.9110158008713163,-3.1571586022901394,-3.399578155784446,-3.641907903676637,-3.884357822037778,-4.130269347878172,-8.0
0.2911187709082393,1.587595526574903,0.896883136622783,-0.16630110658042016,-0.49368819027920063,-0.8184576786207424,-1.141048797878443,-1.4615829636674988,-1.7795976641261073,-2.0955376951492357,-2.4102362547528893,-2.724131582248467,-3.037329535422691,-3.3495668480382554,-3.6592783825708945,-3.9684060724437553,-4.276938747112871,-4.582487803809271,-4.888725577596279,-5.196482448228536,-5.510518824651228,-5.838799610671045,-6.216434769436117,-8.0
0.3492009658362097,3.7732887134879465,0.5423570211081316,1.6965827568381315,1.1546070863876101,0.6507666681409555,0.1896357627364476,-0.23945428981931197,-0.6563543963189704,-1.0500630036994816,-1.4313080672157343,-1.8096954013431954,-2.175401054612852,-2.5362860650201,-2.8966104568603614,-3.2519536650010883,-3.604836470090835,-3.9576172695250755,-4.308955703374726,-4.659123425766045,-5.009275295295285,-5.359116018612113,-5.708976210197282,-8.0
0.21602088295675853,2.758104780628578,0.6274247963141804,1.1668320233519853,0.83656153235898,0.5197509691844481,0.21623560908476533,-0.0687687957300147,-0.3391782387363468,-0.6023437371327024,-0.861416995605494,-1.116669799253458,-1.3652968634500278,-1.603948656621858,-1.8389099567706453,-2.072191057103357,-2.3046764635616253,-2.5363021492166045,-2.7645444841176148,-2.988181600275756,-3.2109680895206023,-3.4359750129113693,-3.680422308220422,-8.0
0.35234085231431944,1.9558290576074935,0.6226268861299646,0.8054027968858452,0.34403796640116957,-0.0863284159140366,-0.505321937862538,-0.9149562641798703,-1.3008691240346684,-1.6812765259527331,-2.0592065981325636,-2.4309644812820927,-2.7940420194816618,-3.1561817849344918,-3.5178816981975887,-3.8755924229369008,-4.231049012367825,-4.5864416924560025,-4.941627704867123,-5.295163707733952,-5.64830208366825,-6.001446397009752,-6.355221877454463,-8.0
0.1896514947630219,2.003847614235039,0.5268177536023975,0.9756363021162174,0.6708400776858616,0.38005544528389823,0.10210445764291011,-0.15366234889982988,-0.3949637810290278,-0.6310563878800979,-0.8628274662788061,-1.089924069972089,-1.3038068940184182,-1.5130511073287185,-1.7210393535238795,-1.9280553451380418,-2.13302355373233,-2.3336451180617694,-2.5303318528037466,-2.7266215533221194,-2.922885418330879,-3.1199913552682585,-3.327937771716694,-8.0
0.23539848944279249,3.3912583355120365,0.6014316318693143,1.4595398140422275,1.0839135024522988,0.7288667523630816,0.38952015312104843,0.07016791907823812,-0.22812971559486267,-0.5160151106642562,-0.7992509198123423,-1.0769781604191422,-1.3442308296065646,-1.6019154188620977,-1.8572296327267985,-2.111526159338138,-2.364136387676714,-2.6120090034333208,-2.8552870665564902,-3.0977814230768974,-3.3402147144320042,-3.583639283323426,-3.8373400485443128,-8.0
0.12208217674846265,3.1876444623530737,0.598613857185681,1.4092503406652654,1.1715253552821612,0.9510314949769187,0.7438607018137003,0.5460947051439975,0.3550503043538692,0.16967290774816612,-0.010168708556944836,-0.1817402995307507,-0.3468607387475735,-0.5036817170940128,-0.6577962705752145,-0.809144036258052,-0.9589672498608153,-1.10799342158071,-1.255950682990913,-1.4041178378456256,-1.5542680889800624,-1.7146279890529963,-1.9350578820022495,-8.0
