theta,rc,rho,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90
0.013869648659856099,9.611561827923094,0.3745385381461027,5.858006085296072,5.648049788276336,5.442354228756228,5.2409753363647855,5.044024860269818,4.851556571339634,4.663783549357945,4.48128223447262,4.303327092861149,4.130164758612042,3.9633091411785384,3.801460409966087,3.644545359779153,3.492966938754892,3.3467756921700564,3.205502364594665,3.0694104376629805,2.9393860137547194,2.8168814201415175,2.697343983833135,2.5810284961475767,2.47145187041248,2.3721828855831055,2.2774556325681568,2.1851314525313756,2.096298214245839,2.0125970669480195,1.932488678101244,1.8554271236987263,1.7816545410658067,1.7114227139447027,1.6440622324755678,1.5780470498298933,1.5136588210302084,1.450956915443516,1.3901413174198323,1.3314457548228216,1.2754765146606672,1.2236801907444859,1.1738796499104494,1.123659237668965,1.0730411697314977,1.0222907788189601,0.9717715687211548,0.9220349829428238,0.8741327082188234,0.8307208635065412,0.7955404306299931,0.7635599448265755,0.7310046371565209,0.6979276132484151,0.6644053441079107,0.6305446080143502,0.5964913872947828,0.562442517885798,0.528661168325246,0.49550489152236393,0.4635089805825068,0.43345235174518704,0.4060094534867347,0.3794258507003284,0.35286307294560143,0.32625592864085506,0.29961279204762536,0.27294581514557503,0.24627258643505362,0.21961851726346146,0.19302027412184852,0.16653071509410858,0.14022600995202694,0.11421604506996706,0.0886598732144958,0.06378569176159694,0.03983358860888853,0.016621963096694312,-0.0065968253638769014,-0.029870327242724815,-0.05327298073420744,-0.07688078142969029,-0.10082143729250753,-0.12530963106378373,-0.15070643772574874,-0.17761932295722802,-0.20706884642170204,-0.240745462334054,-0.2813553975629143,-0.33204579442651827,-0.3965835212496856,-0.5055649808972833,-0.6818372623661808,-8.0
0.02808172694729702,6.830680469372852,0.3761214420078585,4.046034541183935,3.7938093207857184,3.5534055152163804,3.32482495864653,3.1083921619881267,2.907075497145859,2.7158569354976785,2.534999235067968,2.3733244453317064,2.2215263700396295,2.076912790918029,1.9416798806327384,1.8144111331110147,1.6943589685368527,1.5783247225164374,1.46739771063763,1.3623229171375701,1.2654282379142192,1.1750666447466689,1.0840243129779275,0.9932049129581426,0.9059642987122507,0.8302381866352532,0.7662100266126362,0.7043585792682826,0.6416906144688804,0.5789520158455042,0.5173456346241986,0.4586310629955099,0.404550289622074,0.35153017023765554,0.29875065012989477,0.2463607091847778,0.19465071928418123,0.14404251700498208,0.09512961140156234,0.048212796136975065,0.0014600811803227604,-0.04527469215891794,-0.09200539731895419,-0.13869761166839606,-0.18527549238105204,-0.23161063629802045,-0.27747688003884874,-0.32240795900316194,-0.36515098885164865,-0.4043176632293637,-0.44433691103446493,-0.48549749955172383,-0.5278028788778529,-0.5712120489458484,-0.6155935832980242,-0.6606278531674745,-0.7055952748509122,-0.7486670176304755,-0.7857904694064748,-0.8171775844119299,-0.8474343988124824,-0.8783188571539827,-0.9098494186753576,-0.9420434931776258,-0.97491481267731,-1.0084670185301108,-1.0426783281524048,-1.0774632834475117,-1.1125731404193773,-1.1473875258144477,-1.1807072074212501,-1.2123591354254117,-1.2438896446333325,-1.2754426550243825,-1.3070181672452592,-1.338616130032593,-1.370236325280946,-1.4018779997923425,-1.4335386645846313,-1.4652101595010107,-1.4968660024489644,-1.528428107201357,-1.559778614075412,-1.5910444724579338,-1.622325478003892,-1.6535954290926587,-1.6848792315431973,-1.7162099839078133,-1.7477203844255207,-1.7799654194584342,-1.8149197494065248,-1.860635963007203,-1.9341107117998362,-8.0
0.014022661193435879,11.566181275775001,0.7260590867378842,3.468504779994184,3.3944399371675904,3.3224000071484503,3.2524710568533375,3.1821659800028126,3.114007542986882,3.0468557077283616,2.9809897183396585,2.9168665449712163,2.8556520211245338,2.7983118703580327,2.7415155382668766,2.683649085106226,2.6249124721536585,2.565680616834834,2.506746354326477,2.4502604945088935,2.400282979135921,2.354468035324268,2.306682989777518,2.2569264580120514,2.205324271608815,2.152205653562598,2.098428089758828,2.0466620655072103,2.0028525215624726,1.9664038966019612,1.9287429704045858,1.8892805461348743,1.8480034027831596,1.804954653511599,1.7602877218981554,1.714387494981269,1.6683650181249756,1.6255828180883722,1.5904101862628033,1.55967918997669,1.5279107051813847,1.49510641449523,1.4612827679882958,1.4264775678939934,1.3907606495569143,1.354255729868203,1.3171838150812922,1.2798688143330226,1.2429985150080616,1.2092298349061452,1.179588297361545,1.150678173300099,1.1212773292030895,1.0914109119716178,1.0611130915579052,1.030429767352954,0.9994226987444214,0.9681763526667359,0.9368091598956184,0.9054965614991431,0.8745338791564577,0.8443896361280795,0.8156847557708644,0.7884818091167385,0.761622128138294,0.7344456040531155,0.7069521952776161,0.6791434114564521,0.6510230462286664,0.62259842070164,0.5938826097690605,0.5648986334501322,0.5356865075266765,0.5063163546686855,0.47695891756266573,0.4479835557507071,0.41931008595483993,0.3900780269314266,0.3600562150807715,0.3283611536667704,0.2946656575814497,0.2585791356908524,0.21965281937008807,0.17742142138004663,0.1314988641913364,0.08153467669499494,0.0248852381042868,-0.04224233995161325,-0.12212046954338296,-0.2186741574303521,-0.33960323229762107,-0.5028630275916192,-0.719231551842205,-8.0
0.014144258777753639,8.503847371280278,0.5530642248298185,3.7929812527807125,3.6703655638654418,3.5538126385994357,3.4377106593939364,3.322166125982618,3.2147026890411707,3.1148892048588572,3.0164034147249876,2.9194632760481936,2.8260560790413747,2.7361639857769546,2.6489992186256957,2.56488981643032,2.484224047902536,2.405504734292821,2.3289771219457585,2.2546512020711735,2.18274081435282,2.113609135093492,2.0469680278569244,1.9805948462161505,1.9161942604495832,1.853234668109556,1.79195220614956,1.7327225862861673,1.6765072140653832,1.6251477499042246,1.5763348026643353,1.526900454507501,1.4764866803426457,1.4252902335871536,1.3736198499444352,1.322025083482202,1.2718339570529185,1.2264793038077808,1.1887101807223557,1.1538619026031849,1.1180245210279998,1.0812540664498114,1.0436359102848145,1.0052949269814146,0.966412624028961,0.9272596973805723,0.8882519453182272,0.8502536568502557,0.8155812963632771,0.7848473688349333,0.7551616065812019,0.7251382146510315,0.694813244482717,0.6642344044307484,0.6334640042983746,0.6025827470241184,0.5716948588472546,0.5409356153040336,0.5104823770607739,0.48058320860241516,0.4516591336160487,0.42424594833721324,0.3982341183359399,0.37234540503065794,0.3463517074281636,0.3202626759954144,0.29409142619960965,0.26785566254641585,0.24157916882981081,0.21529379008481767,0.18904208395102312,0.16288090753704934,0.13688648814497612,0.11116289246223579,0.08585871181129807,0.06118910309684393,0.037349124628884386,0.013997137706027245,-0.00958774217153091,-0.033403541619834,-0.05767085211764095,-0.08257297166710342,-0.10837662078449606,-0.135470284436558,-0.16442072272172115,-0.19605724195587487,-0.23159080097826948,-0.2727758360341884,-0.3217642085870349,-0.38276622616139466,-0.4698625202412204,-0.5990877963727999,-0.7823641390859818,-8.0
0.026538408630861952,11.924746523745837,0.040734194388057525,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.767955329044555,7.302785992979288,6.85258410050174,6.417626642881222,5.998195743374752,5.594578878318947,5.207069101838784,4.8359634312869915,4.481573181127597,4.144237814703772,3.82423018871585,3.521785396999222,3.2372216329159613,2.9712501805901144,2.7239152323989155,2.493821398108874,2.2801246218564657,2.082557280201763,1.9017080404695892,1.7388136110310346,1.5954163015987208,1.459543212339028,1.3311042436398695,1.2099105900550644,1.0943093036874103,0.9849472910938735,0.883643628529356,0.7925643819977783,0.7056446687367673,0.6236669301390493,0.5481681365356994,0.481056875249496,0.4241861999609843,0.37284773751282707,0.32182359200871,0.2708020340924344,0.21978537426545197,0.16877785835742667,0.11778712641120526,0.0668241132276435,0.015898353805179687,-0.034965810684256415,-0.08571689714236591,-0.13625902339288254,-0.18641497404516827,-0.23585708353823304,-0.2839797279706749,-0.32964260374965504,-0.3706682479547001,-0.4055304562500295,-0.4401009687025826,-0.47475533085188587,-0.5094936068256566,-0.5443153836053856,-0.5792188263776459,-0.6141978582530045,-0.649233847274524,-0.6842701720536103,-0.719141752190385,-0.7533481928110771,-0.785752889816125,-0.816934327373174,-0.848044723784457,-0.8791551200321197,-0.9102655155524328,-0.9413759078417394,-0.9724862857570842,-1.0035965999327332,-1.034706629417849,-1.0658154070321377,-1.0969184667049654,-1.1279972927544561,-1.1589359215988415,-1.1893589991702544,-1.2195303790918148,-1.2497113966857738,-1.2799174955617183,-1.3101498479098528,-1.3404142161169919,-1.3707379220267444,-1.4012659640803509,-1.4326082323359703,-1.4689140717461175,-1.519378075389817,-8.0
0.020576534737731352,5.418915676572419,0.13543618185874154,4.40837671088853,4.136592236379785,3.876290062608642,3.627610189493445,3.3910805095370584,3.1673012203960114,2.9558733520052467,2.757483826973346,2.570370933680571,2.3935096835594476,2.2276552506014737,2.0752481075179015,1.934985322390482,1.8044812598802402,1.68507092986793,1.5767692840388299,1.473311444570858,1.3746313008089026,1.2803320715041464,1.1885831767444759,1.0995415750228184,1.013746967102738,0.9321138611769069,0.8569704844530642,0.790707858645926,0.7258857656987294,0.6626046882293928,0.6016234403992482,0.5439086826229971,0.4906918371468627,0.4434627865376054,0.4033120180561546,0.36418448191747443,0.325093808163724,0.2860111321138346,0.24695334524691814,0.20794965875865593,0.16905053617938864,0.13034202851269872,0.09196181348656718,0.0540280970298244,0.016339618244292437,-0.021316951823310948,-0.058961502420380396,-0.09658531683149163,-0.13417078814507877,-0.1716853746839957,-0.20906889879968496,-0.24620997610572776,-0.2829005633458527,-0.31874835388954004,-0.35289211866602355,-0.3835314060017453,-0.4111820300520704,-0.43883361940504756,-0.4666722632193236,-0.49469967378058605,-0.5229173173080529,-0.5513260349384811,-0.5799251344958996,-0.6087102152339732,-0.6376679577801901,-0.666763663747229,-0.6959113182158091,-0.7249020059258363,-0.7532400599079709,-0.7798485145440782,-0.803801944263379,-0.8275915899037878,-0.851381584229425,-0.8751719272476794,-0.8989626189650317,-0.9227536593840118,-0.9465450484900948,-0.97033678619499,-0.9941288720917764,-1.0179213043944786,-1.0417140753752068,-1.0655071515202972,-1.0893003901423888,-1.1130931921403313,-1.1368832990040112,-1.160665478943811,-1.1844437892167403,-1.208257268714279,-1.232196100914876,-1.2567273438314854,-1.2836365731216408,-1.321933982076802,-1.3905875942416324,-8.0
0.02015006715597097,6.63277565029003,0.684877259333096,2.3702516693644027,2.2967926965450824,2.2219815071215843,2.146824079724138,2.0741501763694403,2.0096609825846947,1.9505151237691851,1.8890471331536056,1.8243329876156174,1.7570571268649087,1.6895658421004844,1.6284133312365612,1.5786609779256053,1.53266330462298,1.4843538003111922,1.4338033862549133,1.381226132768799,1.327066784720349,1.2725095995169564,1.2217087754029208,1.1778945972290753,1.1362766417566705,1.0936307514321657,1.0500629906486,1.0057348021551464,0.9608971063432366,0.9159686014124657,0.8716268103867122,0.8290380500215265,0.7894482186062775,0.7510304680173334,0.7123005460598488,0.6733373754469194,0.6342427778686515,0.5951497585589652,0.556234230696949,0.5177401498836038,0.4801209519868187,0.4440278307947329,0.4089306472179327,0.3743433070261866,0.33974065158062344,0.30495381023034845,0.2700364600872949,0.2350586169563914,0.2001119794494323,0.1653180093867216,0.13084444655503805,0.09694872846487186,0.06404686303744853,0.03244213137585352,0.0008171916452682487,-0.030440391253608978,-0.0618089918985939,-0.09329054611281923,-0.12485677408814833,-0.15646949603629398,-0.18807718573563392,-0.21961003255070996,-0.2509725407109088,-0.282032621727177,-0.31261234879467825,-0.3425266677225779,-0.3716364848126388,-0.4001748361246646,-0.42859448479858336,-0.45727007857939334,-0.48619760909820897,-0.515369768486635,-0.544774506630178,-0.5743929357985589,-0.6041962269599308,-0.6341408210947099,-0.6641604467729884,-0.6941502936182636,-0.7239313367437341,-0.7531157565628089,-0.7808431357060577,-0.8068109833296053,-0.8328443614773502,-0.8604299573791454,-0.8901172347234414,-0.922750896139267,-0.9596237529823637,-1.0026532812137012,-1.0544120788574765,-1.116696050413843,-1.1878734902067674,-1.2896431580079324,-1.4570850256423662,-8.0
0.020398058222681918,7.6199118453225365,0.16711953619247852,6.027765182686528,5.707146446478071,5.3963777559793975,5.095644286139784,4.805140581500604,4.5251341446893365,4.255773508443677,3.9971941088421317,3.7495433638527906,3.5132343621554707,3.2894171159522085,3.0775397227386576,2.877314442543159,2.688328980729726,2.509630869706727,2.340809587538616,2.183151159730999,2.040418252458622,1.9081593804973087,1.7847622446851659,1.6712759413473661,1.5666220193050575,1.4665173795292505,1.370946504472962,1.2794801521198915,1.1903862374627314,1.103803268294323,1.02022758993684,0.9403933652671992,0.8663512714007165,0.8027106305343114,0.7405614625966304,0.6794096878293068,0.6198825310362984,0.5628194529959389,0.5093119053382725,0.46073806029798575,0.4183440008061551,0.3793687709533393,0.34060231644145833,0.3018346561995884,0.263085890484353,0.2243897640774733,0.18580295206875674,0.14742047828247445,0.10939725201595231,0.0719512085076869,0.03515007350100599,-0.0015721939745700353,-0.03828629290899099,-0.0749896092015146,-0.11167295767828406,-0.14831936628374964,-0.18489746561817022,-0.2213491885992522,-0.25756672585840257,-0.2933458958417868,-0.3282920702600949,-0.36142390354228154,-0.39067464206215613,-0.4183202859084246,-0.44610058149573945,-0.4741172517210146,-0.5023728369060327,-0.5308692943688497,-0.5596071917263656,-0.588583872865797,-0.6177892922710639,-0.6471965420836947,-0.6767404534717295,-0.7062681188976617,-0.735430692177243,-0.7634326193505993,-0.7888162776836957,-0.8124259569966374,-0.8359300193215663,-0.8594356176719657,-0.8829427542413593,-0.9064514375080654,-0.9299617015604444,-0.9534736849253751,-0.9769879512704719,-1.0005068019120533,-1.0240395728966032,-1.0476247181568783,-1.0714159856116954,-1.0960816901589496,-1.1241546255804031,-1.168344968661024,-1.255433084762336,-8.0
0.037120424401668,7.074784365205699,0.31165690207199537,4.545718299063539,4.202291418590512,3.8768496272447637,3.571407419517181,3.283976114179207,3.014592051016635,2.7621351783090846,2.533400705957409,2.3239418588556857,2.1280298400361013,1.951978363629614,1.7888705209476783,1.634461493829949,1.4880939186985278,1.350858956524329,1.2230892558457067,1.0991611601705893,0.9809334586095758,0.8741891923838261,0.7852587190117266,0.6998142777639016,0.6148452622381082,0.5324670851881129,0.45544061071904995,0.38486992875845843,0.3153735472428982,0.24672167071729154,0.17952225589814824,0.11451631247499147,0.05168306270827934,-0.011011329120490132,-0.07350349084641322,-0.13578085153228636,-0.19763939811095196,-0.2586786733106614,-0.31778325200199753,-0.37232828559796904,-0.4240572526872066,-0.47703589930011514,-0.5314430061172695,-0.5870928516589387,-0.643523470770516,-0.6996996605089115,-0.7529145472279573,-0.7973829072843346,-0.8391782415194433,-0.8813217425108711,-0.9239683544348454,-0.9671141235583236,-1.0107326060637247,-1.054733191570919,-1.0988402392382226,-1.1424664306515289,-1.1849564993935593,-1.2268479238482322,-1.2687081507619897,-1.3105744124242853,-1.3524464333997566,-1.394323146875331,-1.4362005417238648,-1.4780642810794768,-1.5198658708727788,-1.5614541188901117,-1.6027425873589718,-1.6440804667452573,-1.6855201239141728,-1.7270617943988653,-1.7687052178834946,-1.8104479119155752,-1.852276666872106,-1.8941317631903345,-1.9356628677242798,-1.9755781838350792,-2.0134236570552178,-2.0511753570072897,-2.089236205350046,-2.12761000520782,-2.166300572515572,-2.2053114810593315,-2.2446445574917604,-2.2842903112928283,-2.324175739820395,-2.3637745670048482,-2.4015406258894387,-2.4391836741694575,-2.4768295691265427,-2.514490928118079,-2.552248107615183,-2.5920718039064288,-2.64006102191559,-8.0
0.021476976089382455,5.512080330774731,0.7837844916053464,1.608924140403473,1.565303293712599,1.5217741719152138,1.476935960672452,1.4308953677877456,1.3838382844904047,1.3361161182024173,1.288292212305052,1.2411826175121667,1.1975729964979809,1.1575917899735813,1.1169221946510026,1.0756434757936733,1.0338677809142265,0.9917558978026266,0.9495407983791492,0.9076137523868201,0.8666550792231182,0.8272229219410798,0.7891706469556306,0.7518846539618852,0.7142704341609187,0.6763876643273379,0.6383141929745494,0.6001535975074066,0.5620462634437768,0.5241873575874157,0.48695051557623503,0.45098010779873055,0.41569966769678013,0.3808852549554239,0.3464785578261855,0.31173848064266063,0.27671130721953463,0.24145813749082326,0.20606019181467347,0.17062676029849702,0.13531129646940943,0.10036308473353536,0.0662532088970109,0.033461598459446566,0.0005424625697943716,-0.03139099231176046,-0.06357058488149331,-0.09599605483406276,-0.12862954766259516,-0.16142096290709823,-0.19430359642189723,-0.22718683598605965,-0.2599414031530598,-0.29236982888878715,-0.32419593666051905,-0.3551915065843288,-0.38579572898192416,-0.4163287584669032,-0.44645411212437613,-0.4767528219542721,-0.5072050924723968,-0.5377843445712192,-0.5684548917557906,-0.5991685548577975,-0.6298596060154944,-0.6604374857793429,-0.6907782293726136,-0.7207248450209877,-0.7500741073335122,-0.7784685644844813,-0.8059702611890649,-0.8333885812634882,-0.8612779008611058,-0.8896558373630299,-0.9185422951708075,-0.9479598496057761,-0.9779339761255369,-1.0084928234792248,-1.039665880405366,-1.0714799476776484,-1.1039443072613133,-1.1369891590469672,-1.1700171659854077,-1.201643398605127,-1.2332865828021564,-1.2690445612899588,-1.310510488408295,-1.3599220694848906,-1.4202085372740543,-1.493771905468237,-1.5796062396002493,-1.694845338410994,-1.8730129822642971,-8.0
