beta,gamma,kappa,kappa_1,rho,sigma,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,a_0,e_0
0.96,0.7,0.6,1.3,0.7,3100.0,-7215.532780138008,-6842.618927337538,-6445.454946828223,-6022.23302037668,-5570.982228808362,-5089.522558399844,-4575.4116600430925,-4025.895971862761,-3437.852595442577,-2807.684498898323,50,10
0.96,0.7,0.6,1.3,0.7,3100.0,-7206.838607237084,-6824.702764095302,-6417.935934226505,-5984.724916609895,-5523.081123083317,-5030.794462638043,-4505.377213550175,-3944.0075816339568,-3343.455771107408,-2699.949408433564,50,11
0.96,0.7,0.6,1.3,0.7,3100.0,-7198.4196835261455,-6807.020711372535,-6390.648388976566,-5947.477553556541,-5475.497826063312,-4972.46554574297,-4435.841989874934,-3862.7244532722443,-3249.7473910747185,-2592.9010170333677,50,12
0.96,0.7,0.6,1.3,0.7,3100.0,-7189.943976894897,-6789.279552429231,-6363.333071332467,-5910.2653192478765,-5428.043603283722,-4914.389594347922,-4366.707976893914,-3781.9975661970775,-3156.7132514274203,-2486.510697467898,50,13
0.96,0.7,0.6,1.3,0.7,3100.0,-7181.111404565305,-6771.214417930223,-6335.761936882086,-5872.903061636675,-5380.586081390608,-4856.499264628201,-4297.984024852542,-3701.9144322826196,-3064.497417653048,-2442.9344202174143,50,14
0.96,0.7,0.6,1.3,0.7,3100.0,-7171.669787669746,-6752.613908595875,-6307.773208256104,-5835.292666169165,-5333.1094588943215,-4798.882287404149,-4229.87992526665,-3622.810873477638,-2973.5259943168726,-2471.4817608020203,50,15
0.96,0.7,0.6,1.3,0.7,3100.0,-7161.419698458684,-6733.33459516715,-6279.297516553696,-5797.463659317007,-5285.773072763815,-4741.861786487454,-4162.911573869447,-3545.4010770946993,-2901.1643084712673,-2500.8554541385893,50,16
0.96,0.7,0.6,1.3,0.7,3100.0,-7150.23122109173,-6713.330554510199,-6250.403748796984,-5759.640013536108,-5239.004832638771,-4686.122618402056,-4098.065824036334,-3774.6348229307628,-4043.266426926908,-2531.1704245476285,50,17
0.96,0.7,0.6,1.3,0.7,3100.0,-7138.089072425746,-6692.717155696149,-6221.387280108476,-5722.360342345608,-5193.662748091726,-4632.925209949188,-4042.310029548606,-3957.1019339566374,-2573.97631481168,-2562.5490313223017,50,18
0.96,0.7,0.6,1.3,0.7,3100.0,-7125.125883713397,-6671.83000804587,-6192.8637671049555,-5686.618749914137,-5151.238806626181,-4694.590522423934,-4716.139582236219,-4178.796696630299,-2605.8845468215513,-2595.120966441573,50,19
0.96,0.7,0.6,1.3,0.7,3100.0,-7111.702424115545,-6651.344882862676,-6165.943752905225,-5654.114915567729,-5114.213650117044,-4788.219619744472,-4090.76750347859,-2649.6492682844582,-2639.0079793502227,-2629.0232739169514,50,20
0.96,0.7,0.6,1.3,0.7,3100.0,-7098.562477843385,-6632.494971912028,-6142.5377167016,-5627.684410742343,-5440.220002517958,-4874.868646705207,-4317.635845983303,-2683.32945954119,-2673.4861010946224,-2664.400480079359,50,21
0.96,0.7,0.6,1.3,0.7,3100.0,-7087.079043438164,-6617.416259262789,-6125.8461103762365,-5663.554360018801,-4945.685444476345,-4227.728381561985,-2728.1192499421486,-2718.388352679365,-2709.4660174410274,-2701.404827851122,50,22
0.96,0.7,0.6,1.3,0.7,3100.0,-7079.617213310848,-6609.672984069537,-6209.297246201591,-5624.079367941775,-5037.638072827954,-4460.101652277561,-2763.7642851425626,-2754.9756172424313,-2747.1026889180903,-2740.196610938063,50,23
0.96,0.7,0.6,1.3,0.7,3100.0,-7080.08521516177,-6615.0893273225265,-5852.271679273045,-5107.631738900601,-4368.293507526163,-2809.6610637491976,-2800.963946227621,-2793.2489154254326,-2786.559271411552,-2780.94460617856,50,24
0.96,0.7,0.6,1.3,0.7,3100.0,-7094.823248363899,-6419.936688538553,-5812.761132042692,-5204.806783163336,-4606.53640796445,-2847.4787642388837,-2839.8785814570474,-2833.374248260967,-2828.0075563418686,-2108.074294751248,50,25
0.96,0.7,0.6,1.3,0.7,3100.0,-6758.517434064278,-6046.383616005965,-5274.452132282917,-4512.7744993994165,-2894.5690933362057,-2887.0400515350266,-2880.6770203236374,-2875.526403548225,-2142.343604015943,-1952.794840185692,50,26
0.96,0.7,0.6,1.3,0.7,3100.0,-6436.470596139164,-5611.470911507036,-4656.9960802653595,-3404.390676149307,-2934.782961404191,-2928.5165684012063,-2923.5370291554427,-2177.3660265678336,-1984.1243985366018,-1856.2623280147236,50,27
0.96,0.7,0.6,1.3,0.7,3100.0,-6067.712557972383,-5110.965464492542,-3954.858046383155,-3452.4035844455084,-2976.943151397769,-2972.0890434129105,-2213.1849653752433,-2016.2719909276202,-1885.7628503675296,-1757.1565653598518,50,28
0.96,0.7,0.6,1.3,0.7,3100.0,-5641.721216145624,-4540.29970932026,-4011.489899190808,-3502.767880985903,-3021.2333392947694,-2249.850842965767,-2049.282610246257,-1916.1221955325382,-1784.779397001148,-1758.3863905340986,50,29
0.96,0.7,0.6,1.3,0.7,3100.0,-4904.938123053095,-4323.797251381599,-3733.7651038274043,-3108.599686756746,-2287.4169177308795,-2083.2067511081186,-1947.3863618794785,-1813.3028980910676,-1786.0285552583518,-1759.6170764568596,50,30
0.96,0.7,0.6,1.3,0.7,3100.0,-7178.441921689579,-6870.690679104988,-6543.607075716466,-6195.148339175099,-5823.317744866402,-5067.627197903819,-4592.676699673003,-4083.35976569576,-3536.5856080302647,-3249.089019479089,51,5
0.96,0.7,0.6,1.3,0.7,3100.0,-7165.6769423809765,-6850.664275188672,-6515.359215277813,-6157.919217813006,-5434.20056940414,-4979.117966322506,-4491.758541680469,-3969.309959322115,-3408.6321396566736,-3126.1327806084596,51,6
0.96,0.7,0.6,1.3,0.7,3100.0,-7156.0301997317365,-6833.037890467747,-6489.028870747808,-5795.315706476205,-5358.664324757505,-4891.613246793964,-4391.59123423081,-3855.7480323293526,-3280.8824258914674,-3003.6031754284054,51,7
0.96,0.7,0.6,1.3,0.7,3100.0,-7151.141373557705,-6819.921653524352,-6154.678671749193,-5735.507001596314,-5287.691580946693,-4808.894843780602,-4296.5210128183535,-3747.669244341319,-3159.052474457459,-2886.959078970175,51,8
0.96,0.7,0.6,1.3,0.7,3100.0,-7148.435407577636,-6510.002167185693,-6107.1244658414025,-5677.169027005095,-5218.002513446637,-4727.26065507106,-4202.302834087663,-3640.1649998225357,-3037.47647572441,-2771.2125707769,51,9
0.96,0.7,0.6,1.3,0.7,3100.0,-6864.080742441197,-6476.685155351554,-6063.692729788989,-5623.151673804712,-5152.916536901717,-4650.594038274206,-4113.494690753533,-3538.576914994727,-2922.346133888344,-2661.598411083521,51,10
0.96,0.7,0.6,1.3,0.7,3100.0,-6842.618927337538,-6445.454946828223,-6022.23302037668,-5570.982228808362,-5089.522558399844,-4575.4116600430925,-4025.895971862761,-3437.852595442577,-2807.684498898323,-2553.405482010803,51,11
0.96,0.7,0.6,1.3,0.7,3100.0,-6824.702764095302,-6417.935934226505,-5984.724916609895,-5523.081123083317,-5030.794462638043,-4505.377213550175,-3944.0075816339568,-3343.455771107408,-2699.949408433564,-2451.5940488461238,51,12
0.96,0.7,0.6,1.3,0.7,3100.0,-6807.020711372535,-6390.648388976566,-5947.477553556541,-5475.497826063312,-4972.46554574297,-4435.841989874934,-3862.7244532722443,-3249.7473910747185,-2592.9010170333677,-2374.624843491958,51,13
0.96,0.7,0.6,1.3,0.7,3100.0,-6789.279552429231,-6363.333071332467,-5910.2653192478765,-5428.043603283722,-4914.389594347922,-4366.707976893914,-3781.9975661970775,-3156.7132514274203,-2486.510697467898,-2401.9954360833,51,14
0.96,0.7,0.6,1.3,0.7,3100.0,-6771.214417930223,-6335.761936882086,-5872.903061636675,-5380.586081390608,-4856.499264628201,-4297.984024852542,-3701.9144322826196,-3064.497417653048,-2442.9344202174143,-2430.0714745676487,51,15
0.96,0.7,0.6,1.3,0.7,3100.0,-6752.613908595875,-6307.773208256104,-5835.292666169165,-5333.1094588943215,-4798.882287404149,-4229.87992526665,-3622.810873477638,-2973.5259943168726,-2471.4817608020203,-2458.958291776049,51,16
0.96,0.7,0.6,1.3,0.7,3100.0,-6733.33459516715,-6279.297516553696,-5797.463659317007,-5285.773072763815,-4741.861786487454,-4162.911573869447,-3545.4010770946993,-2901.1643084712673,-2500.8554541385893,-2488.768755297857,51,17
0.96,0.7,0.6,1.3,0.7,3100.0,-6713.330554510199,-6250.403748796984,-5759.640013536108,-5239.004832638771,-4686.122618402056,-4098.065824036334,-3774.6348229307628,-4043.266426926908,-2531.1704245476285,-2519.6230326387777,51,18
0.96,0.7,0.6,1.3,0.7,3100.0,-6692.717155696149,-6221.387280108476,-5722.360342345608,-5193.662748091726,-4632.925209949188,-4042.310029548606,-3957.1019339566374,-2573.97631481168,-2562.5490313223017,-2551.64849107221,51,19
