Gender,age_at_July06,exp_at_July06,count_all,retire_at_July06,retire_at_July07,retire_at_July08,retire_at_July09,retire_at_July10,retire_at_July11,retire_at_July12,not_retired_at_July12
Male,57,18,11,2.0,,1.0,,4.0,1.0,,3.0
Male,57,19,12,,1.0,1.0,2.0,1.0,3.0,,4.0
Male,57,20,13,,,1.0,2.0,4.0,3.0,1.0,2.0
Male,57,21,17,,,3.0,2.0,4.0,2.0,1.0,5.0
Male,57,22,15,,2.0,1.0,4.0,4.0,1.0,1.0,2.0
Male,57,23,12,,,3.0,3.0,2.0,1.0,2.0,1.0
Male,57,24,12,1.0,2.0,2.0,2.0,,2.0,,3.0
Male,57,25,12,,,4.0,2.0,2.0,,2.0,2.0
Male,57,26,18,,,4.0,4.0,3.0,2.0,1.0,4.0
Male,57,27,16,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0
Male,57,28,14,2.0,,1.0,7.0,2.0,,,2.0
Male,57,29,31,2.0,5.0,4.0,8.0,7.0,3.0,,2.0
Male,57,30,28,1.0,4.0,,12.0,4.0,5.0,1.0,1.0
Male,57,31,47,1.0,10.0,10.0,13.0,2.0,8.0,2.0,1.0
Male,57,32,69,19.0,31.0,6.0,3.0,1.0,2.0,4.0,3.0
Male,57,33,79,35.0,17.0,10.0,5.0,4.0,3.0,3.0,2.0
Male,57,34,60,18.0,11.0,9.0,10.0,2.0,3.0,2.0,5.0
Male,57,35,35,8.0,14.0,2.0,4.0,1.0,1.0,2.0,3.0
Male,57,36,19,7.0,4.0,2.0,2.0,1.0,3.0,,
Male,57,37,1,,1.0,,,,,,
Male,58,5,7,1.0,,,,1.0,1.0,,4.0
Male,58,6,11,,,1.0,1.0,2.0,,1.0,6.0
Male,58,7,8,,1.0,2.0,,2.0,,,3.0
Male,58,8,6,,,,,1.0,,1.0,4.0
Male,58,9,8,1.0,,,,2.0,,,5.0
Male,58,10,7,,,,1.0,2.0,2.0,,2.0
Male,58,11,3,,1.0,,1.0,,,,1.0
Male,58,12,12,,,,1.0,3.0,1.0,2.0,5.0
Male,58,13,9,,1.0,,,,1.0,1.0,6.0
Male,58,14,10,,,5.0,,,1.0,2.0,2.0
Male,58,15,8,,,,2.0,1.0,1.0,,4.0
Male,58,16,4,,1.0,,,,1.0,,2.0
Male,58,17,11,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
Male,58,18,11,1.0,1.0,3.0,,2.0,1.0,1.0,2.0
Male,58,19,2,,,1.0,,1.0,,,
Male,58,20,16,2.0,,1.0,2.0,2.0,1.0,1.0,7.0
Male,58,21,7,,3.0,2.0,,,1.0,1.0,
Male,58,22,10,,1.0,2.0,1.0,2.0,1.0,1.0,2.0
Male,58,23,6,1.0,1.0,,,1.0,2.0,1.0,
Male,58,24,11,,3.0,1.0,,2.0,1.0,3.0,1.0
Male,58,25,8,,1.0,4.0,,,1.0,1.0,1.0
Male,58,26,14,3.0,1.0,5.0,1.0,,1.0,,3.0
Male,58,27,16,,3.0,2.0,,2.0,2.0,2.0,5.0
Male,58,28,20,1.0,3.0,6.0,3.0,5.0,,1.0,1.0
Male,58,29,14,1.0,5.0,2.0,1.0,3.0,,,2.0
Male,58,30,25,2.0,2.0,12.0,5.0,,1.0,2.0,1.0
Male,58,31,34,3.0,15.0,9.0,2.0,,1.0,1.0,3.0
Male,58,32,47,16.0,19.0,3.0,1.0,,2.0,4.0,2.0
Male,58,33,40,17.0,5.0,7.0,4.0,2.0,3.0,1.0,1.0
Male,58,34,29,9.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0
Male,58,35,27,7.0,12.0,3.0,1.0,,1.0,1.0,2.0
Male,58,36,39,15.0,9.0,5.0,,3.0,3.0,1.0,3.0
Male,58,37,19,8.0,2.0,2.0,4.0,2.0,,1.0,
Male,59,5,7,1.0,,1.0,1.0,1.0,1.0,,2.0
Male,59,6,6,,1.0,,,,,,5.0
Male,59,7,2,,1.0,,,,,,1.0
Male,59,8,5,,2.0,,,1.0,,1.0,1.0
Male,59,9,8,,,1.0,1.0,2.0,1.0,2.0,1.0
Male,59,10,8,,3.0,,,,1.0,,4.0
Male,59,11,9,2.0,,1.0,1.0,,1.0,,4.0
Male,59,12,14,1.0,1.0,,3.0,3.0,1.0,2.0,3.0
Male,59,13,9,1.0,2.0,1.0,,1.0,1.0,1.0,2.0
Male,59,14,12,1.0,1.0,3.0,3.0,,2.0,1.0,1.0
Male,59,15,4,,,1.0,1.0,1.0,,1.0,
Male,59,16,4,,,,,1.0,1.0,1.0,1.0
Male,59,17,5,1.0,,,1.0,1.0,,,2.0
Male,59,18,7,1.0,1.0,1.0,,1.0,,1.0,2.0
Male,59,19,9,,3.0,,,2.0,,,4.0
Male,59,20,11,2.0,2.0,1.0,,3.0,1.0,1.0,1.0
Male,59,21,9,1.0,3.0,,1.0,1.0,1.0,,2.0
Male,59,22,13,,2.0,,2.0,1.0,,1.0,7.0
Male,59,23,10,1.0,4.0,1.0,,2.0,1.0,1.0,
Male,59,24,5,,,1.0,,,,2.0,2.0
Male,59,25,8,,2.0,2.0,2.0,1.0,,1.0,
Male,59,26,14,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0
Male,59,27,10,1.0,2.0,1.0,1.0,2.0,2.0,1.0,
Male,59,28,22,4.0,9.0,3.0,1.0,2.0,2.0,,1.0
Male,59,29,25,3.0,8.0,4.0,8.0,1.0,1.0,,
Male,59,30,22,5.0,5.0,7.0,2.0,1.0,1.0,,1.0
Male,59,31,30,,19.0,3.0,2.0,2.0,1.0,,3.0
Male,59,32,36,14.0,11.0,1.0,1.0,2.0,2.0,3.0,2.0
Male,59,33,45,26.0,9.0,3.0,1.0,1.0,3.0,,2.0
Male,59,34,32,11.0,12.0,3.0,3.0,,,1.0,2.0
Male,59,35,14,5.0,1.0,2.0,1.0,1.0,2.0,,2.0
Male,59,36,29,12.0,7.0,1.0,2.0,,3.0,3.0,1.0
Male,59,37,38,17.0,10.0,,,1.0,2.0,4.0,4.0
Male,59,38,9,1.0,1.0,2.0,1.0,2.0,1.0,,1.0
Male,60,5,5,,,1.0,1.0,,,2.0,1.0
Male,60,6,7,,,1.0,,,,1.0,5.0
Male,60,7,3,1.0,,1.0,,,,,1.0
Male,60,8,3,,,,,,1.0,1.0,1.0
Male,60,9,5,,,,1.0,1.0,,1.0,2.0
Male,60,10,4,1.0,,2.0,,,,,1.0
Male,60,11,8,2.0,1.0,,1.0,,2.0,,2.0
Male,60,12,4,,,,1.0,,,,3.0
Male,60,13,7,,1.0,,,,1.0,,5.0
Male,60,14,9,2.0,,1.0,,3.0,,,3.0
Male,60,15,6,,,2.0,1.0,,1.0,1.0,1.0
Male,60,16,1,,,,,,,,1.0
Male,60,17,5,1.0,,,1.0,1.0,,,2.0
Male,60,18,6,1.0,1.0,3.0,,,,,1.0
Male,60,19,9,6.0,1.0,,,2.0,,,
Male,60,20,9,4.0,1.0,,1.0,1.0,1.0,,1.0
Male,60,21,1,,,,1.0,,,,
Male,60,22,6,1.0,2.0,,,,2.0,,1.0
Male,60,23,7,1.0,,1.0,,2.0,3.0,,
Male,60,24,4,1.0,1.0,1.0,,,,1.0,
Male,60,25,5,1.0,,1.0,,,,2.0,1.0
Male,60,26,6,,1.0,1.0,2.0,,,,2.0
Male,60,27,7,2.0,2.0,1.0,1.0,,1.0,,
Male,60,28,7,3.0,,1.0,,2.0,,,1.0
Male,60,29,9,1.0,2.0,,3.0,,2.0,1.0,
Male,60,30,12,7.0,,2.0,,1.0,,1.0,1.0
Male,60,31,12,3.0,6.0,1.0,1.0,,1.0,,
Male,60,32,15,6.0,2.0,3.0,,1.0,2.0,,1.0
Male,60,33,12,9.0,,3.0,,,,,
Male,60,34,12,7.0,2.0,1.0,,1.0,1.0,,
Male,60,35,8,3.0,,3.0,,,1.0,,1.0
Male,60,36,12,4.0,2.0,2.0,,2.0,1.0,,1.0
Male,60,37,24,14.0,3.0,1.0,1.0,2.0,,1.0,2.0
Male,60,38,35,19.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0
Male,60,39,6,2.0,3.0,,1.0,,,,
Male,61,5,4,,,,1.0,,1.0,,2.0
Male,61,6,2,,,1.0,,,,1.0,
Male,61,7,1,,,,,,,,1.0
Male,61,8,3,,1.0,1.0,,1.0,,,
Male,61,9,3,1.0,,,1.0,1.0,,,
Male,61,11,4,,,,,1.0,,1.0,2.0
Male,61,12,4,,1.0,,,1.0,1.0,,1.0
Male,61,13,3,1.0,,1.0,,,,1.0,
Male,61,14,3,,,,,1.0,2.0,,
Male,61,15,3,1.0,1.0,,,,,1.0,
Male,61,16,4,,,,1.0,,,1.0,2.0
Male,61,17,2,1.0,,,,1.0,,,
Male,61,18,3,,,1.0,,1.0,,,1.0
Male,61,19,4,,2.0,,,,2.0,,
Male,61,20,7,1.0,1.0,1.0,,2.0,1.0,,1.0
Male,61,21,4,,1.0,1.0,,1.0,,1.0,
Male,61,22,3,,1.0,,,,1.0,1.0,
Male,61,23,3,,,,1.0,1.0,,,1.0
Male,61,24,3,1.0,1.0,1.0,,,,,
Male,61,25,2,1.0,,,,,,,1.0
Male,61,26,4,2.0,,,,1.0,1.0,,
Male,61,27,4,,2.0,1.0,,,,,1.0
Male,61,28,4,2.0,,2.0,,,,,
Male,61,29,8,1.0,1.0,2.0,2.0,,1.0,1.0,
Male,61,30,4,1.0,,,,1.0,,1.0,1.0
Male,61,31,8,3.0,4.0,,,,1.0,,
Male,61,32,15,5.0,6.0,1.0,,1.0,1.0,,1.0
Male,61,33,6,3.0,1.0,1.0,1.0,,,,
Male,61,34,4,1.0,,,1.0,,,,2.0
Male,61,35,4,2.0,,,,1.0,,1.0,
Male,61,36,5,2.0,,,,,1.0,1.0,1.0
Male,61,37,14,3.0,3.0,,1.0,3.0,2.0,,2.0
Male,61,38,16,5.0,5.0,1.0,2.0,1.0,2.0,,
Male,61,39,5,2.0,1.0,,,1.0,,,1.0
Male,61,40,5,2.0,,1.0,,2.0,,,
Male,62,5,5,2.0,,,1.0,1.0,,,1.0
Male,62,6,2,1.0,,,,,1.0,,
Male,62,7,4,,2.0,,,,,1.0,1.0
Male,62,8,3,,,1.0,1.0,,,,1.0
Male,62,9,2,,,,,,1.0,,1.0
Male,62,10,5,,,1.0,2.0,,1.0,,1.0
Male,62,12,2,,,,,1.0,,1.0,
Male,62,13,1,,,,,1.0,,,
Male,62,14,4,2.0,1.0,,,,1.0,,
Male,62,15,5,,,1.0,,2.0,1.0,1.0,
Male,62,16,4,,,1.0,1.0,,,1.0,1.0
Male,62,17,1,,,,,,,,1.0
Male,62,18,3,,,1.0,,,,1.0,1.0
Male,62,19,4,1.0,,,1.0,1.0,,1.0,
Male,62,20,6,4.0,1.0,,1.0,,,,
Male,62,21,6,1.0,,4.0,,1.0,,,
Male,62,22,3,,1.0,,1.0,1.0,,,
Male,62,23,2,,,1.0,,1.0,,,
Male,62,24,1,,1.0,,,,,,
Male,62,25,1,,,,,1.0,,,
Male,62,26,1,1.0,,,,,,,
Male,62,28,2,,,1.0,,1.0,,,
Male,62,29,3,,1.0,,2.0,,,,
Male,62,30,4,,,3.0,,,,,1.0
Male,62,31,2,,2.0,,,,,,
Male,62,32,5,1.0,,1.0,,2.0,,,1.0
Male,62,33,6,3.0,2.0,1.0,,,,,
Male,62,34,5,4.0,,,,1.0,,,
Male,62,35,5,,2.0,1.0,,,1.0,,1.0
Male,62,36,5,2.0,1.0,1.0,,,,1.0,
Male,62,37,4,3.0,,,,,1.0,,
Male,62,38,5,,2.0,,2.0,,1.0,,
Male,62,39,7,2.0,,,1.0,1.0,,1.0,2.0
Male,62,40,4,3.0,1.0,,,,,,
Male,63,5,3,,,1.0,,,,,2.0
Male,63,6,4,1.0,,1.0,,,1.0,,1.0
Male,63,7,8,2.0,,1.0,,,1.0,,4.0
Male,63,8,3,1.0,1.0,,,,,,1.0
Male,63,9,3,,,,,,1.0,,2.0
Male,63,10,2,,1.0,1.0,,,,,
Male,63,12,1,,1.0,,,,,,
Male,63,13,1,,,,,1.0,,,
Male,63,14,1,,,,,,,,1.0
Male,63,15,1,,,1.0,,,,,
Male,63,16,7,,3.0,1.0,,1.0,,,2.0
Male,63,17,1,,,,1.0,,,,
Male,63,18,3,,2.0,,,,1.0,,
Male,63,19,1,,1.0,,,,,,
Male,63,21,2,,1.0,,1.0,,,,
Male,63,22,1,,,1.0,,,,,
Male,63,23,2,,,1.0,,1.0,,,
Male,63,25,2,1.0,,,,1.0,,,
Male,63,26,4,1.0,1.0,2.0,,,,,
Male,63,27,4,1.0,1.0,,,1.0,,,1.0
Male,63,28,1,,,,,,1.0,,
Male,63,29,2,1.0,,,,,,1.0,
Male,63,31,6,,5.0,,1.0,,,,
Male,63,32,3,2.0,,,1.0,,,,
Male,63,33,6,4.0,,1.0,1.0,,,,
Male,63,34,5,3.0,1.0,,1.0,,,,
Male,63,35,5,1.0,1.0,1.0,,,,1.0,1.0
Male,63,36,3,2.0,,1.0,,,,,
Male,63,37,7,2.0,2.0,1.0,,1.0,,,1.0
Male,63,38,4,,1.0,1.0,,1.0,1.0,,
Male,63,39,3,,,,,1.0,1.0,,1.0
Male,63,40,5,1.0,,2.0,1.0,,,,1.0
Male,63,41,6,1.0,1.0,,1.0,2.0,,,1.0
Male,63,42,1,,,1.0,,,,,
Male,63,44,1,,1.0,,,,,,
Male,64,5,2,,,1.0,,,1.0,,
Male,64,6,6,,,1.0,1.0,1.0,,1.0,2.0
Male,64,7,3,,1.0,,1.0,,1.0,,
Male,64,8,1,,,,,,,1.0,
Male,64,9,1,,1.0,,,,,,
Male,64,11,1,,,,,,1.0,,
Male,64,13,3,,,1.0,,,,,2.0
Male,64,14,3,,2.0,1.0,,,,,
Male,64,15,3,,,,1.0,2.0,,,
Male,64,16,1,,,,,,1.0,,
Male,64,17,2,1.0,,1.0,,,,,
Male,64,18,4,2.0,1.0,1.0,,,,,
Male,64,19,1,,,1.0,,,,,
Male,64,20,1,1.0,,,,,,,
Male,64,21,3,2.0,,,1.0,,,,
Male,64,22,2,,1.0,,,,,1.0,
Male,64,23,2,1.0,,,,,,1.0,
Male,64,24,3,,1.0,,,,,2.0,
Male,64,25,1,,,,,1.0,,,
Male,64,26,2,,1.0,,,,,1.0,
Male,64,27,1,,,,,,1.0,,
Male,64,29,1,1.0,,,,,,,
Male,64,30,3,,,2.0,,1.0,,,
Male,64,32,4,1.0,2.0,1.0,,,,,
Male,64,33,5,3.0,1.0,,,,1.0,,
Male,64,34,2,2.0,,,,,,,
Male,64,35,1,,,1.0,,,,,
Male,64,36,2,2.0,,,,,,,
Male,64,38,1,,1.0,,,,,,
Male,64,39,2,,,,,2.0,,,
Male,64,40,2,1.0,,,,1.0,,,
Male,64,41,1,,,,,,,1.0,
Male,64,42,2,1.0,1.0,,,,,,
Male,64,43,3,,2.0,,,1.0,,,
Male,65,6,3,,2.0,,,1.0,,,
Male,65,7,1,1.0,,,,,,,
Male,65,8,1,,1.0,,,,,,
Male,65,10,1,,1.0,,,,,,
Male,65,11,2,,2.0,,,,,,
Male,65,12,2,,,,1.0,,,,1.0
Male,65,13,1,1.0,,,,,,,
Male,65,14,4,1.0,,1.0,,,2.0,,
Male,65,15,1,,,1.0,,,,,
Male,65,17,1,,1.0,,,,,,
Male,65,19,1,,,1.0,,,,,
Male,65,20,3,2.0,,,,1.0,,,
Male,65,21,1,,,1.0,,,,,
Male,65,24,1,,,,1.0,,,,
Male,65,25,1,,,1.0,,,,,
Male,65,27,3,1.0,,,1.0,,,1.0,
Male,65,29,1,,,,1.0,,,,
Male,65,30,1,,1.0,,,,,,
Male,65,31,1,,1.0,,,,,,
Male,65,33,3,3.0,,,,,,,
Male,65,35,1,,,,,,,1.0,
Male,65,38,1,1.0,,,,,,,
Male,65,39,1,1.0,,,,,,,
Male,65,40,2,,,1.0,,,,1.0,
Male,65,41,1,,1.0,,,,,,
Male,65,42,3,2.0,,1.0,,,,,
Male,65,43,3,,,3.0,,,,,
Male,65,44,1,,,,1.0,,,,
