Gender,age_at_July06,exp_at_July06,count_all,retire_at_July06,retire_at_July07,retire_at_July08,retire_at_July09,retire_at_July10,retire_at_July11,retire_at_July12,not_retired_at_July12
Female,47,5,66,1.0,2.0,,,,1.0,1.0,61.0
Female,47,6,90,,,1.0,,1.0,,,88.0
Female,47,7,86,1.0,,2.0,1.0,1.0,1.0,,80.0
Female,47,8,71,,,,,2.0,,2.0,67.0
Female,47,9,62,,,,1.0,1.0,,2.0,58.0
Female,47,10,64,1.0,1.0,,,,,2.0,60.0
Female,47,11,73,1.0,,1.0,1.0,,,,70.0
Female,47,12,82,1.0,2.0,1.0,,,,,78.0
Female,47,13,67,1.0,,1.0,1.0,2.0,,1.0,61.0
Female,47,14,60,,,,,,,,60.0
Female,47,15,77,,,1.0,,,,,76.0
Female,47,16,71,,,,,,,,71.0
Female,47,17,60,,,,,1.0,,1.0,58.0
Female,47,18,65,,1.0,,,1.0,,,63.0
Female,47,19,71,,1.0,,2.0,,,1.0,67.0
Female,47,20,74,,1.0,,1.0,1.0,,,71.0
Female,47,21,84,,,,1.0,,1.0,,82.0
Female,47,22,100,,,,1.0,,,2.0,97.0
Female,47,23,113,1.0,,,,,,1.0,111.0
Female,47,24,155,1.0,1.0,,,,1.0,,152.0
Female,47,25,156,,,,,1.0,2.0,,153.0
Female,47,26,96,,,,,,1.0,1.0,94.0
Female,47,27,4,,,,,,,,4.0
Female,48,5,82,2.0,2.0,1.0,2.0,1.0,,,74.0
Female,48,6,72,1.0,2.0,,,,2.0,1.0,66.0
Female,48,7,97,1.0,1.0,1.0,,3.0,1.0,2.0,88.0
Female,48,8,88,3.0,1.0,1.0,1.0,,2.0,3.0,77.0
Female,48,9,82,4.0,1.0,,,,1.0,2.0,74.0
Female,48,10,71,,1.0,3.0,1.0,1.0,,,65.0
Female,48,11,76,1.0,3.0,,1.0,1.0,2.0,1.0,67.0
Female,48,12,96,,1.0,,,1.0,1.0,1.0,92.0
Female,48,13,105,,,,2.0,,1.0,1.0,101.0
Female,48,14,70,2.0,,,2.0,,,3.0,63.0
Female,48,15,79,,,2.0,1.0,1.0,,2.0,73.0
Female,48,16,64,1.0,,1.0,,1.0,1.0,1.0,59.0
Female,48,17,72,,1.0,1.0,,,,5.0,65.0
Female,48,18,90,,1.0,1.0,,1.0,,1.0,86.0
Female,48,19,64,,1.0,,,,,3.0,60.0
Female,48,20,74,,1.0,,,,,4.0,69.0
Female,48,21,78,1.0,,1.0,,,,1.0,75.0
Female,48,22,77,,,,,,1.0,1.0,75.0
Female,48,23,99,3.0,,,,,2.0,7.0,87.0
Female,48,24,111,,,,,,,3.0,108.0
Female,48,25,152,1.0,,,,,2.0,2.0,147.0
Female,48,26,242,,1.0,,,,1.0,9.0,231.0
Female,48,27,100,1.0,,2.0,,,1.0,21.0,75.0
Female,48,28,5,,,,,,,3.0,2.0
Female,49,5,68,2.0,2.0,1.0,2.0,,1.0,1.0,59.0
Female,49,6,69,2.0,1.0,2.0,,1.0,,1.0,62.0
Female,49,7,80,3.0,1.0,1.0,2.0,,,1.0,72.0
Female,49,8,81,1.0,2.0,1.0,1.0,,,,76.0
Female,49,9,91,,,2.0,,1.0,,3.0,85.0
Female,49,10,70,,1.0,,,,1.0,,68.0
Female,49,11,74,1.0,1.0,,2.0,,2.0,2.0,66.0
Female,49,12,99,1.0,,1.0,1.0,,,1.0,95.0
Female,49,13,86,1.0,1.0,2.0,1.0,1.0,,1.0,79.0
Female,49,14,81,,1.0,,,,1.0,1.0,78.0
Female,49,15,87,,,,,,1.0,5.0,81.0
Female,49,16,75,,,1.0,,,1.0,6.0,67.0
Female,49,17,75,,2.0,,4.0,,,6.0,63.0
Female,49,18,67,1.0,,,,,3.0,5.0,58.0
Female,49,19,73,,,1.0,,1.0,2.0,6.0,63.0
Female,49,20,62,,,1.0,,,1.0,4.0,56.0
Female,49,21,70,,,,,,3.0,10.0,57.0
Female,49,22,65,,1.0,1.0,,1.0,3.0,4.0,55.0
Female,49,23,75,,1.0,,1.0,,1.0,8.0,64.0
Female,49,24,96,1.0,,,,,3.0,13.0,79.0
Female,49,25,145,,,,,,6.0,7.0,132.0
Female,49,26,226,,1.0,,,1.0,7.0,11.0,206.0
Female,49,27,273,1.0,,1.0,,1.0,6.0,85.0,179.0
Female,49,28,101,,,,,,21.0,29.0,51.0
Female,49,29,6,,,,,,2.0,3.0,1.0
Female,50,5,57,1.0,2.0,2.0,1.0,2.0,,1.0,48.0
Female,50,6,69,2.0,2.0,1.0,,,,1.0,63.0
Female,50,7,62,2.0,1.0,1.0,1.0,,2.0,1.0,54.0
Female,50,8,69,1.0,,,1.0,1.0,1.0,,65.0
Female,50,9,73,,,1.0,1.0,1.0,2.0,2.0,66.0
Female,50,10,73,1.0,,,2.0,1.0,2.0,1.0,66.0
Female,50,11,76,3.0,3.0,1.0,,,1.0,2.0,66.0
Female,50,12,95,1.0,2.0,1.0,2.0,1.0,,3.0,85.0
Female,50,13,87,,,,,,,1.0,86.0
Female,50,14,83,1.0,,,,,2.0,5.0,75.0
Female,50,15,89,,,1.0,,2.0,4.0,2.0,80.0
Female,50,16,106,1.0,1.0,1.0,,1.0,9.0,5.0,88.0
Female,50,17,79,1.0,,,,1.0,7.0,5.0,65.0
Female,50,18,63,,,1.0,,1.0,2.0,5.0,54.0
Female,50,19,83,1.0,1.0,,,4.0,2.0,6.0,69.0
Female,50,20,68,,,,,5.0,5.0,6.0,52.0
Female,50,21,75,,2.0,1.0,,,5.0,5.0,62.0
Female,50,22,76,1.0,,,,2.0,3.0,3.0,67.0
Female,50,23,66,,,2.0,,2.0,7.0,4.0,51.0
Female,50,24,64,1.0,,,1.0,1.0,6.0,7.0,48.0
Female,50,25,99,1.0,,,1.0,1.0,6.0,7.0,83.0
Female,50,26,174,,,1.0,,,7.0,10.0,156.0
Female,50,27,259,2.0,1.0,,1.0,3.0,17.0,101.0,134.0
Female,50,28,271,,,,1.0,9.0,79.0,79.0,103.0
Female,50,29,105,,,,,30.0,30.0,16.0,29.0
Female,50,30,4,,,,,2.0,1.0,1.0,
Female,51,5,75,1.0,,2.0,,2.0,,1.0,69.0
Female,51,6,71,1.0,2.0,1.0,2.0,,2.0,1.0,62.0
Female,51,7,89,1.0,1.0,1.0,,,2.0,2.0,82.0
Female,51,8,85,1.0,2.0,2.0,1.0,4.0,2.0,1.0,72.0
Female,51,9,85,2.0,1.0,1.0,,2.0,5.0,2.0,72.0
Female,51,10,65,,1.0,2.0,,1.0,,2.0,59.0
Female,51,11,69,1.0,,,,,2.0,,66.0
Female,51,12,104,1.0,2.0,,,1.0,2.0,,98.0
Female,51,13,114,,,1.0,,1.0,2.0,13.0,97.0
Female,51,14,85,1.0,,3.0,,3.0,6.0,2.0,70.0
Female,51,15,79,,,1.0,,4.0,4.0,5.0,65.0
Female,51,16,82,2.0,,,,8.0,4.0,3.0,65.0
Female,51,17,85,1.0,1.0,,3.0,5.0,4.0,4.0,67.0
Female,51,18,89,1.0,1.0,,2.0,2.0,3.0,5.0,75.0
Female,51,19,79,,,,,4.0,5.0,4.0,66.0
Female,51,20,74,2.0,1.0,3.0,1.0,4.0,4.0,5.0,54.0
Female,51,21,82,,1.0,,2.0,8.0,6.0,2.0,63.0
Female,51,22,78,,,1.0,1.0,5.0,3.0,3.0,65.0
Female,51,23,83,,,,1.0,7.0,3.0,7.0,65.0
Female,51,24,66,1.0,1.0,,1.0,4.0,6.0,4.0,49.0
Female,51,25,80,,,,2.0,4.0,5.0,7.0,62.0
Female,51,26,126,1.0,1.0,,4.0,3.0,1.0,8.0,108.0
Female,51,27,171,2.0,,1.0,2.0,14.0,10.0,45.0,97.0
Female,51,28,282,1.0,,,6.0,17.0,84.0,104.0,70.0
Female,51,29,246,1.0,1.0,,4.0,79.0,73.0,41.0,47.0
Female,51,30,132,1.0,3.0,1.0,34.0,36.0,19.0,7.0,31.0
Female,51,32,1,,,,1.0,,,,
Female,52,5,44,1.0,,,,,1.0,1.0,41.0
Female,52,6,57,4.0,1.0,,1.0,2.0,,1.0,48.0
Female,52,7,77,1.0,2.0,1.0,,,,3.0,70.0
Female,52,8,75,2.0,,1.0,1.0,,1.0,1.0,69.0
Female,52,9,71,,,2.0,1.0,1.0,1.0,2.0,64.0
Female,52,10,65,3.0,1.0,3.0,,,,1.0,57.0
Female,52,11,78,,3.0,1.0,,2.0,1.0,2.0,69.0
Female,52,12,101,1.0,3.0,1.0,1.0,,1.0,3.0,91.0
Female,52,13,97,,1.0,2.0,1.0,1.0,2.0,3.0,87.0
Female,52,14,100,1.0,1.0,1.0,,1.0,2.0,6.0,88.0
Female,52,15,112,,1.0,3.0,7.0,4.0,4.0,3.0,90.0
Female,52,16,92,,,1.0,3.0,1.0,2.0,4.0,81.0
Female,52,17,83,1.0,1.0,1.0,6.0,1.0,3.0,3.0,67.0
Female,52,18,79,1.0,,5.0,6.0,1.0,3.0,3.0,60.0
Female,52,19,97,2.0,,3.0,7.0,3.0,3.0,3.0,76.0
Female,52,20,84,1.0,2.0,,2.0,2.0,3.0,3.0,71.0
Female,52,21,90,,,2.0,6.0,2.0,3.0,9.0,68.0
Female,52,22,81,,,3.0,7.0,5.0,7.0,1.0,58.0
Female,52,23,77,,,1.0,5.0,4.0,2.0,5.0,60.0
Female,52,24,83,,,3.0,8.0,4.0,2.0,4.0,62.0
Female,52,25,77,2.0,,,5.0,4.0,5.0,5.0,56.0
Female,52,26,102,,,3.0,3.0,6.0,6.0,8.0,76.0
Female,52,27,143,1.0,1.0,3.0,12.0,9.0,19.0,38.0,60.0
Female,52,28,191,,,10.0,14.0,8.0,55.0,51.0,53.0
Female,52,29,283,1.0,1.0,4.0,27.0,91.0,79.0,43.0,37.0
Female,52,30,271,1.0,,8.0,98.0,70.0,35.0,18.0,41.0
Female,52,31,150,1.0,,43.0,44.0,24.0,14.0,11.0,13.0
Female,52,32,13,,,8.0,2.0,,,,3.0
Female,53,5,51,3.0,4.0,,3.0,,1.0,,40.0
Female,53,6,57,2.0,,,3.0,1.0,2.0,3.0,46.0
Female,53,7,58,1.0,1.0,1.0,,2.0,,2.0,51.0
Female,53,8,63,1.0,,2.0,3.0,,1.0,3.0,53.0
Female,53,9,74,2.0,1.0,,,3.0,1.0,7.0,60.0
Female,53,10,96,2.0,1.0,2.0,,1.0,,2.0,88.0
Female,53,11,64,1.0,,1.0,1.0,1.0,1.0,5.0,54.0
Female,53,12,88,4.0,1.0,1.0,1.0,2.0,2.0,2.0,75.0
Female,53,13,92,,,1.0,1.0,,2.0,6.0,82.0
Female,53,14,87,,1.0,1.0,1.0,3.0,1.0,10.0,70.0
Female,53,15,96,1.0,2.0,3.0,5.0,2.0,7.0,8.0,68.0
Female,53,16,118,1.0,1.0,4.0,2.0,6.0,2.0,12.0,90.0
Female,53,17,96,3.0,1.0,4.0,3.0,4.0,2.0,4.0,75.0
Female,53,18,84,,1.0,3.0,6.0,2.0,4.0,8.0,60.0
Female,53,19,92,1.0,3.0,3.0,3.0,5.0,3.0,9.0,65.0
Female,53,20,108,,7.0,7.0,4.0,7.0,10.0,13.0,60.0
Female,53,21,77,,2.0,6.0,3.0,6.0,3.0,5.0,52.0
Female,53,22,100,,5.0,2.0,3.0,5.0,3.0,11.0,71.0
Female,53,23,87,,4.0,5.0,3.0,4.0,6.0,5.0,60.0
Female,53,24,110,,4.0,9.0,3.0,4.0,3.0,9.0,78.0
Female,53,25,90,,4.0,3.0,3.0,3.0,10.0,8.0,59.0
Female,53,26,100,,7.0,5.0,7.0,3.0,6.0,13.0,59.0
Female,53,27,136,,7.0,9.0,4.0,7.0,17.0,42.0,50.0
Female,53,28,165,1.0,3.0,12.0,8.0,13.0,54.0,39.0,35.0
Female,53,29,227,1.0,12.0,22.0,25.0,73.0,46.0,21.0,27.0
Female,53,30,293,,10.0,27.0,97.0,66.0,43.0,17.0,33.0
Female,53,31,365,,60.0,106.0,101.0,43.0,12.0,15.0,28.0
Female,53,32,226,1.0,104.0,46.0,24.0,12.0,13.0,15.0,11.0
Female,53,33,14,,7.0,6.0,,,,1.0,
Female,53,34,1,,,,,,1.0,,
Female,54,5,35,1.0,2.0,,,3.0,3.0,3.0,23.0
Female,54,6,58,3.0,2.0,3.0,,1.0,1.0,6.0,42.0
Female,54,7,68,1.0,2.0,,3.0,2.0,2.0,9.0,49.0
Female,54,8,58,1.0,1.0,,1.0,,1.0,4.0,50.0
Female,54,9,77,1.0,3.0,1.0,1.0,2.0,2.0,10.0,57.0
Female,54,10,71,,1.0,1.0,2.0,2.0,3.0,11.0,51.0
Female,54,11,73,,1.0,2.0,2.0,2.0,3.0,10.0,53.0
Female,54,12,73,,2.0,2.0,1.0,3.0,6.0,3.0,56.0
Female,54,13,92,4.0,4.0,1.0,1.0,1.0,5.0,21.0,55.0
Female,54,14,95,,1.0,2.0,2.0,1.0,7.0,22.0,60.0
Female,54,15,114,3.0,1.0,2.0,1.0,5.0,13.0,15.0,74.0
Female,54,16,125,1.0,6.0,2.0,7.0,6.0,10.0,17.0,76.0
Female,54,17,108,2.0,4.0,2.0,3.0,2.0,10.0,27.0,58.0
Female,54,18,97,,3.0,6.0,1.0,3.0,7.0,30.0,47.0
Female,54,19,100,3.0,12.0,2.0,8.0,,4.0,21.0,50.0
Female,54,20,110,2.0,4.0,2.0,6.0,7.0,16.0,32.0,41.0
Female,54,21,132,2.0,17.0,4.0,5.0,7.0,7.0,30.0,60.0
Female,54,22,127,5.0,6.0,7.0,8.0,4.0,14.0,37.0,46.0
Female,54,23,100,3.0,5.0,4.0,3.0,10.0,8.0,22.0,45.0
Female,54,24,95,4.0,9.0,1.0,3.0,2.0,17.0,28.0,31.0
Female,54,25,105,4.0,9.0,3.0,9.0,3.0,11.0,23.0,43.0
Female,54,26,135,3.0,17.0,7.0,3.0,7.0,9.0,58.0,31.0
Female,54,27,126,6.0,9.0,7.0,7.0,6.0,19.0,48.0,24.0
Female,54,28,147,6.0,22.0,6.0,9.0,10.0,49.0,29.0,16.0
Female,54,29,194,6.0,28.0,12.0,7.0,64.0,33.0,21.0,23.0
Female,54,30,242,6.0,24.0,6.0,82.0,53.0,29.0,15.0,27.0
Female,54,31,372,4.0,148.0,58.0,66.0,39.0,22.0,14.0,21.0
Female,54,32,461,62.0,203.0,61.0,50.0,27.0,11.0,15.0,32.0
Female,54,33,229,92.0,72.0,17.0,12.0,12.0,8.0,4.0,12.0
Female,54,34,15,8.0,3.0,,,2.0,,2.0,
Female,55,5,36,2.0,,,,,4.0,3.0,27.0
Female,55,6,49,3.0,,,,1.0,2.0,4.0,39.0
Female,55,7,41,1.0,,,2.0,1.0,3.0,3.0,31.0
Female,55,8,65,2.0,1.0,1.0,,,7.0,2.0,52.0
Female,55,9,60,,2.0,3.0,2.0,2.0,3.0,5.0,43.0
Female,55,10,65,2.0,2.0,2.0,,2.0,9.0,2.0,46.0
Female,55,11,78,2.0,4.0,1.0,2.0,4.0,13.0,4.0,48.0
Female,55,12,104,1.0,2.0,1.0,2.0,6.0,13.0,14.0,65.0
Female,55,13,81,1.0,1.0,2.0,1.0,1.0,15.0,8.0,52.0
Female,55,14,87,4.0,,4.0,,5.0,17.0,11.0,46.0
Female,55,15,94,4.0,2.0,,2.0,4.0,24.0,7.0,51.0
Female,55,16,111,1.0,4.0,2.0,3.0,8.0,21.0,6.0,66.0
Female,55,17,111,1.0,3.0,3.0,6.0,14.0,26.0,16.0,42.0
Female,55,18,139,1.0,7.0,5.0,8.0,10.0,32.0,16.0,60.0
Female,55,19,101,9.0,9.0,2.0,1.0,6.0,20.0,12.0,42.0
Female,55,20,129,7.0,11.0,4.0,3.0,11.0,25.0,13.0,55.0
Female,55,21,135,14.0,9.0,3.0,4.0,14.0,31.0,16.0,44.0
Female,55,22,120,3.0,8.0,3.0,7.0,7.0,32.0,11.0,49.0
Female,55,23,102,11.0,4.0,4.0,4.0,10.0,21.0,6.0,42.0
Female,55,24,109,9.0,7.0,3.0,4.0,13.0,25.0,13.0,35.0
Female,55,25,125,6.0,8.0,8.0,4.0,14.0,38.0,11.0,36.0
Female,55,26,115,7.0,11.0,8.0,10.0,13.0,27.0,15.0,24.0
Female,55,27,158,12.0,18.0,6.0,6.0,11.0,63.0,20.0,22.0
Female,55,28,127,18.0,17.0,4.0,5.0,16.0,40.0,14.0,13.0
Female,55,29,154,19.0,17.0,14.0,9.0,37.0,30.0,10.0,18.0
Female,55,30,154,18.0,15.0,14.0,31.0,31.0,17.0,10.0,18.0
Female,55,31,211,19.0,68.0,35.0,42.0,14.0,9.0,6.0,18.0
Female,55,32,429,106.0,178.0,41.0,36.0,20.0,15.0,9.0,24.0
Female,55,33,373,167.0,95.0,27.0,18.0,18.0,20.0,7.0,21.0
Female,55,34,105,48.0,17.0,9.0,10.0,8.0,3.0,4.0,6.0
Female,55,35,7,3.0,1.0,2.0,,,,,1.0
Female,56,5,25,,,1.0,1.0,3.0,2.0,,18.0
Female,56,6,37,3.0,1.0,3.0,,2.0,3.0,3.0,22.0
Female,56,7,52,2.0,1.0,,4.0,5.0,6.0,1.0,33.0
Female,56,8,43,2.0,2.0,2.0,1.0,,2.0,4.0,30.0
Female,56,9,49,3.0,2.0,,4.0,3.0,3.0,4.0,30.0
Female,56,10,43,3.0,1.0,,1.0,3.0,2.0,5.0,28.0
Female,56,11,58,2.0,2.0,,2.0,9.0,5.0,8.0,30.0
Female,56,12,68,1.0,2.0,2.0,4.0,11.0,6.0,7.0,35.0
Female,56,13,74,3.0,3.0,4.0,4.0,4.0,7.0,6.0,43.0
Female,56,14,77,3.0,,2.0,4.0,9.0,7.0,6.0,46.0
Female,56,15,84,2.0,,,5.0,17.0,12.0,14.0,34.0
Female,56,16,90,4.0,1.0,1.0,9.0,23.0,10.0,12.0,30.0
Female,56,17,89,1.0,1.0,5.0,14.0,19.0,12.0,9.0,28.0
Female,56,18,77,,4.0,4.0,5.0,17.0,9.0,9.0,29.0
Female,56,19,98,5.0,4.0,1.0,5.0,21.0,16.0,11.0,35.0
Female,56,20,89,1.0,5.0,3.0,8.0,21.0,15.0,4.0,32.0
Female,56,21,107,3.0,10.0,2.0,16.0,19.0,11.0,17.0,29.0
Female,56,22,104,1.0,4.0,6.0,11.0,23.0,12.0,10.0,37.0
Female,56,23,82,5.0,3.0,3.0,9.0,17.0,13.0,8.0,24.0
Female,56,24,85,2.0,6.0,2.0,8.0,20.0,9.0,9.0,29.0
Female,56,25,99,4.0,4.0,5.0,19.0,22.0,10.0,8.0,27.0
Female,56,26,76,3.0,6.0,2.0,9.0,19.0,8.0,12.0,17.0
Female,56,27,90,1.0,5.0,5.0,8.0,24.0,22.0,12.0,13.0
Female,56,28,118,2.0,8.0,6.0,19.0,48.0,17.0,10.0,8.0
Female,56,29,89,2.0,8.0,3.0,12.0,30.0,8.0,5.0,21.0
Female,56,30,75,5.0,10.0,4.0,27.0,16.0,5.0,2.0,6.0
Female,56,31,140,5.0,43.0,30.0,19.0,21.0,8.0,6.0,8.0
Female,56,32,170,36.0,61.0,31.0,16.0,11.0,8.0,3.0,4.0
Female,56,33,161,54.0,41.0,26.0,9.0,13.0,6.0,4.0,8.0
Female,56,34,138,45.0,36.0,8.0,8.0,10.0,12.0,8.0,11.0
Female,56,35,36,11.0,7.0,1.0,2.0,4.0,,3.0,8.0
Female,56,36,3,1.0,2.0,,,,,,
Female,57,5,18,1.0,1.0,,1.0,2.0,1.0,3.0,9.0
Female,57,6,35,2.0,1.0,1.0,1.0,5.0,4.0,4.0,17.0
Female,57,7,30,,2.0,2.0,1.0,2.0,3.0,1.0,19.0
Female,57,8,33,,1.0,1.0,3.0,,,4.0,24.0
Female,57,9,36,2.0,2.0,,3.0,3.0,2.0,1.0,23.0
Female,57,10,35,1.0,,1.0,3.0,2.0,5.0,6.0,17.0
Female,57,11,54,3.0,,2.0,4.0,6.0,3.0,9.0,27.0
Female,57,12,49,1.0,2.0,1.0,3.0,5.0,7.0,5.0,25.0
Female,57,13,57,2.0,3.0,1.0,5.0,5.0,6.0,6.0,29.0
Female,57,14,52,1.0,1.0,1.0,12.0,3.0,4.0,3.0,27.0
Female,57,15,86,1.0,4.0,6.0,12.0,9.0,9.0,12.0,33.0
Female,57,16,78,3.0,3.0,5.0,10.0,7.0,9.0,4.0,37.0
Female,57,17,77,2.0,4.0,7.0,17.0,8.0,8.0,4.0,27.0
Female,57,18,78,1.0,5.0,7.0,14.0,7.0,6.0,8.0,30.0
Female,57,19,85,5.0,3.0,6.0,16.0,6.0,5.0,12.0,32.0
Female,57,20,90,7.0,6.0,5.0,19.0,14.0,10.0,9.0,20.0
Female,57,21,91,3.0,6.0,6.0,22.0,7.0,9.0,7.0,31.0
Female,57,22,71,2.0,8.0,8.0,14.0,4.0,7.0,6.0,22.0
Female,57,23,84,3.0,7.0,10.0,12.0,6.0,12.0,6.0,28.0
Female,57,24,92,8.0,5.0,9.0,22.0,6.0,12.0,10.0,20.0
Female,57,25,78,2.0,6.0,10.0,16.0,3.0,12.0,7.0,22.0
Female,57,26,81,3.0,5.0,6.0,21.0,11.0,12.0,11.0,12.0
Female,57,27,91,3.0,6.0,13.0,28.0,10.0,10.0,9.0,12.0
Female,57,28,99,4.0,7.0,6.0,23.0,27.0,17.0,11.0,4.0
Female,57,29,88,4.0,6.0,4.0,39.0,19.0,5.0,2.0,9.0
Female,57,30,58,5.0,6.0,8.0,22.0,9.0,3.0,1.0,4.0
Female,57,31,84,1.0,25.0,18.0,22.0,6.0,2.0,,10.0
Female,57,32,119,21.0,61.0,7.0,9.0,6.0,3.0,5.0,7.0
Female,57,33,115,52.0,24.0,8.0,12.0,7.0,4.0,4.0,4.0
Female,57,34,89,24.0,22.0,10.0,7.0,8.0,5.0,6.0,7.0
Female,57,35,90,16.0,22.0,17.0,9.0,11.0,4.0,2.0,9.0
Female,57,36,49,10.0,11.0,11.0,2.0,8.0,2.0,2.0,3.0
Female,57,37,3,2.0,,,,,,,1.0
Female,58,5,23,1.0,1.0,1.0,1.0,2.0,4.0,4.0,9.0
Female,58,6,26,1.0,,3.0,3.0,5.0,2.0,,12.0
Female,58,7,34,3.0,1.0,3.0,1.0,4.0,2.0,1.0,19.0
Female,58,8,28,1.0,,1.0,5.0,,3.0,2.0,16.0
Female,58,9,35,1.0,,2.0,4.0,4.0,3.0,5.0,16.0
Female,58,10,37,2.0,,4.0,2.0,2.0,5.0,5.0,17.0
Female,58,11,39,1.0,3.0,6.0,2.0,7.0,2.0,2.0,16.0
Female,58,12,42,1.0,1.0,3.0,7.0,5.0,4.0,6.0,15.0
Female,58,13,59,1.0,6.0,4.0,3.0,2.0,8.0,7.0,28.0
Female,58,14,64,1.0,,12.0,4.0,10.0,11.0,7.0,19.0
Female,58,15,62,2.0,4.0,4.0,8.0,9.0,3.0,9.0,23.0
Female,58,16,70,4.0,1.0,12.0,7.0,9.0,6.0,6.0,25.0
Female,58,17,83,2.0,3.0,15.0,11.0,8.0,7.0,12.0,25.0
Female,58,18,61,2.0,7.0,14.0,7.0,2.0,6.0,5.0,18.0
Female,58,19,85,3.0,10.0,17.0,6.0,11.0,9.0,5.0,24.0
Female,58,20,77,5.0,10.0,11.0,11.0,9.0,7.0,12.0,12.0
Female,58,21,67,3.0,10.0,10.0,3.0,15.0,2.0,10.0,14.0
Female,58,22,67,2.0,10.0,14.0,6.0,10.0,5.0,5.0,15.0
Female,58,23,65,1.0,10.0,11.0,5.0,11.0,11.0,5.0,11.0
Female,58,24,70,,13.0,12.0,5.0,10.0,5.0,8.0,17.0
Female,58,25,66,3.0,11.0,13.0,4.0,9.0,11.0,5.0,10.0
Female,58,26,84,1.0,13.0,26.0,14.0,6.0,5.0,7.0,12.0
Female,58,27,82,2.0,9.0,26.0,11.0,8.0,12.0,6.0,8.0
Female,58,28,62,2.0,13.0,15.0,7.0,10.0,9.0,1.0,5.0
Female,58,29,75,5.0,15.0,23.0,11.0,8.0,6.0,1.0,6.0
Female,58,30,67,4.0,12.0,20.0,17.0,7.0,1.0,1.0,5.0
Female,58,31,70,2.0,28.0,16.0,10.0,3.0,5.0,4.0,2.0
Female,58,32,77,15.0,31.0,12.0,3.0,4.0,5.0,3.0,4.0
Female,58,33,63,31.0,16.0,3.0,3.0,3.0,4.0,2.0,1.0
Female,58,34,53,14.0,13.0,8.0,3.0,4.0,3.0,5.0,3.0
Female,58,35,55,17.0,14.0,7.0,4.0,5.0,3.0,3.0,2.0
Female,58,36,73,16.0,16.0,11.0,3.0,4.0,7.0,5.0,11.0
Female,58,37,33,12.0,8.0,2.0,7.0,,,,4.0
Female,58,38,2,,1.0,,,,,,1.0
Female,59,5,19,2.0,1.0,,2.0,,3.0,3.0,8.0
Female,59,6,18,2.0,1.0,,2.0,2.0,4.0,1.0,6.0
Female,59,7,29,,1.0,2.0,3.0,3.0,3.0,6.0,11.0
Female,59,8,17,1.0,1.0,3.0,4.0,,2.0,1.0,5.0
Female,59,9,29,,3.0,,2.0,1.0,3.0,8.0,12.0
Female,59,10,21,2.0,1.0,2.0,3.0,1.0,1.0,5.0,6.0
Female,59,11,39,4.0,3.0,1.0,1.0,4.0,,6.0,20.0
Female,59,12,54,1.0,5.0,6.0,8.0,6.0,3.0,8.0,17.0
Female,59,13,51,7.0,6.0,2.0,5.0,8.0,5.0,10.0,8.0
Female,59,14,41,2.0,6.0,1.0,5.0,5.0,3.0,3.0,16.0
Female,59,15,53,2.0,9.0,4.0,3.0,3.0,8.0,5.0,19.0
Female,59,16,47,3.0,8.0,1.0,5.0,10.0,5.0,4.0,11.0
Female,59,17,62,6.0,15.0,5.0,9.0,4.0,1.0,5.0,17.0
Female,59,18,71,4.0,19.0,9.0,7.0,3.0,8.0,8.0,13.0
Female,59,19,69,6.0,11.0,7.0,7.0,7.0,8.0,6.0,17.0
Female,59,20,81,7.0,21.0,9.0,12.0,7.0,7.0,5.0,13.0
Female,59,21,62,3.0,13.0,7.0,4.0,6.0,11.0,8.0,10.0
Female,59,22,68,7.0,17.0,6.0,6.0,10.0,6.0,7.0,9.0
Female,59,23,65,5.0,14.0,8.0,5.0,9.0,5.0,6.0,13.0
Female,59,24,79,11.0,26.0,5.0,9.0,8.0,7.0,7.0,6.0
Female,59,25,79,7.0,27.0,9.0,5.0,6.0,7.0,9.0,9.0
Female,59,26,75,10.0,22.0,14.0,11.0,7.0,2.0,3.0,6.0
Female,59,27,77,12.0,17.0,8.0,8.0,13.0,7.0,9.0,3.0
Female,59,28,80,8.0,19.0,7.0,13.0,17.0,8.0,7.0,1.0
Female,59,29,68,14.0,27.0,5.0,10.0,7.0,2.0,1.0,2.0
Female,59,30,61,11.0,26.0,11.0,6.0,2.0,1.0,2.0,2.0
Female,59,31,64,6.0,34.0,9.0,2.0,3.0,4.0,3.0,3.0
Female,59,32,64,21.0,28.0,4.0,3.0,4.0,2.0,,2.0
Female,59,33,47,23.0,12.0,1.0,4.0,2.0,5.0,,
Female,59,34,36,13.0,6.0,3.0,4.0,3.0,2.0,2.0,3.0
Female,59,35,34,12.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0
Female,59,36,46,12.0,9.0,3.0,2.0,5.0,5.0,5.0,5.0
Female,59,37,59,20.0,13.0,11.0,1.0,6.0,5.0,,3.0
Female,59,38,20,8.0,3.0,2.0,2.0,1.0,2.0,2.0,
Female,59,39,2,1.0,,1.0,,,,,
Female,60,5,11,1.0,3.0,,2.0,2.0,1.0,,2.0
Female,60,6,9,,,1.0,,1.0,1.0,2.0,4.0
Female,60,7,15,1.0,1.0,5.0,,1.0,1.0,1.0,5.0
Female,60,8,6,,,1.0,,1.0,1.0,1.0,2.0
Female,60,9,16,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0
Female,60,10,13,3.0,,,,,2.0,3.0,5.0
